22,57,18,21,58,59,25,18,46,52,94,17,68,63,85,83,61,28,12,53,75,27,55,92,51,34,32,53,60,25,73,27,25,78,76,61,79,83,99,66,70,43,59,46,53,63,79,64,48,43,71,20,58,41,75,34,77,69,11,21,64,41,83,58,69,74,82,91,84,14,66,18,41,48,91,17,10,18,0,41,69,9,60,22,85,78,81,92,50
64,88,59,62,43,73,60,58,10,77,71,33,95,26,74,69,48,16,53,16,82,69,39,81,71,35,9,44,19,26,49,69,27,77,65,83,81,65,84,36,92,23,89,69,56,24,71,82,21,12,87,25,62,6,45,76,76,50,52,24,45,31,80,61,64,95,66,81,81,54,80,53,72,41,77,57,46,49,41,0,89,38,20,30,66,86,56,74,81
72,25,61,57,61,17,47,75,85,17,82,60,15,92,60,63,58,86,72,106,27,73,62,61,18,54,85,54,95,63,75,60,63,41,55,8,35,69,71,83,5,69,22,22,38,95,52,7,75,99,7,67,33,93,86,61,40,67,70,68,65,60,44,35,45,5,66,59,45,58,13,51,30,53,67,74,58,50,69,89,0,62,108,60,72,24,81,73,28
29,53,22,24,49,51,23,26,41,46,85,8,64,57,76,74,52,27,20,52,67,34,46,82,44,25,30,44,54,17,64,31,16,69,66,55,70,74,89,59,64,35,55,40,44,57,69,57,41,42,64,13,49,38,67,38,68,60,18,14,55,32,74,48,60,68,72,81,75,15,59,15,37,39,82,25,7,13,9,38,62,0,57,13,76,69,73,82,47
81,108,78,81,57,92,80,75,24,97,78,54,115,27,86,81,62,32,70,7,99,86,54,93,90,54,27,60,19,46,57,87,47,92,79,103,97,75,95,42,112,40,109,89,74,24,84,101,35,17,106,45,80,19,50,94,92,61,70,44,57,49,95,78,79,114,77,94,95,73,99,73,92,58,88,74,65,69,60,20,108,57,0,51,75,103,63,83,102
43,57,35,36,35,46,31,40,30,46,71,5,64,45,63,61,38,26,34,46,59,48,32,70,41,12,25,31,44,4,50,43,3,59,54,54,61,60,77,45,63,21,58,39,34,46,57,53,28,39,60,7,39,33,53,50,58,46,32,7,41,18,63,39,48,66,59,69,64,28,54,24,41,26,69,39,19,19,22,30,60,13,51,0,62,62,59,69,51
104,90,94,93,27,57,84,102,56,74,10,68,86,48,15,9,24,77,97,78,47,108,30,20,65,50,70,32,55,61,17,100,61,33,17,73,40,2,19,32,78,46,88,68,40,51,20,66,45,79,65,66,42,73,27,106,33,16,95,66,21,44,32,40,26,76,6,22,32,87,59,80,80,37,14,101,80,75,85,66,72,76,75,62,0,52,14,7,87
86,48,75,72,48,19,61,88,79,36,62,64,39,83,38,42,44,88,84,102,5,89,51,38,30,52,84,44,87,64,59,76,64,19,35,29,12,49,47,70,29,63,46,35,29,85,31,21,68,98,16,69,23,91,71,80,18,51,82,70,51,55,21,25,28,25,45,36,22,70,13,62,48,45,44,87,67,59,78,86,24,69,103,62,52,0,63,52,49
102,95,92,92,25,64,84,99,45,80,15,65,94,35,29,23,25,69,94,66,58,106,27,35,71,48,62,32,43,56,8,100,56,44,28,80,52,15,33,20,86,39,94,72,45,38,32,74,36,68,75,61,48,62,13,106,45,14,92,61,18,40,45,46,35,85,19,36,45,85,68,79,84,36,28,98,78,74,81,56,81,73,63,59,14,63,0,21,92
110,93,99,98,33,59,89,108,63,77,10,74,88,55,13,10,30,85,103,86,47,114,37,16,68,57,78,38,63,68,25,105,67,32,19,75,40,8,12,40,79,53,91,71,44,58,21,67,52,86,66,73,45,80,34,111,33,24,101,73,29,51,30,43,29,76,10,18,30,92,60,86,84,43,8,107,86,80,92,74,73,82,83,69,7,52,21,0,90
46,6,37,33,68,32,25,51,81,13,98,48,20,93,78,80,67,74,50,97,50,47,67,82,22,51,75,60,93,55,84,33,54,62,71,20,58,84,91,87,25,68,9,19,47,94,70,28,74,89,34,56,45,84,93,34,61,77,47,57,74,59,66,47,61,31,81,80,67,36,35,31,9,57,85,50,40,34,50,81,28,47,102,51,87,49,92,90,0
